ONDEX-ID	ACCESSION	GENE NAME	CHRO	START	TAXID	SCORE	USER	QTL	EVIDENCE
157160	TRIAE_CS42_6BL_TGACv1_500719_AA1608720	CYP75A1	6B	71256	4565	0.59	yes		MolFunc//flavonoid 3',5'-hydroxylase a...//flavonoid 3'-hydroxylase||BioProc//flavonoid formation||Publication//PMID:8232589//PMID:26082402//PMID:8819318//PMID:8260632//PMID:18726614//PMID:10504566||Protein//O04773//Q9SBQ9//Q96581//O04790//P48418//Q8LM92//Q7G602//Q96418//P48419//P37120
144058	TRIAE_CS42_6AL_TGACV1_471142_AA1503370	CYP75A1	6A	75843	4565	0.59	yes		MolFunc//flavonoid 3',5'-hydroxylase a...//flavonoid 3'-hydroxylase||BioProc//flavonoid formation||Publication//PMID:8232589//PMID:26082402//PMID:8819318//PMID:8260632//PMID:18726614//PMID:10504566||Protein//O04773//Q9SBQ9//Q96581//O04790//P48418//Q8LM92//Q7G602//Q96418//P48419//P37120
146780	TRIAE_CS42_U_TGACV1_649448_AA2148630	LAR	U	6930	4565	0.46	yes		BioProc//proanthocyanidin formation||Publication//PMID:12788945//PMID:24154826
162901	TRIAE_CS42_4AS_TGACv1_306787_AA1013340	LAR	4A	44086	4565	0.38	yes		BioProc//proanthocyanidin formation||Publication//PMID:12788945//PMID:24154826
622572	TRIAE_CS42_3B_TGACV1_221068_AA0729150	MYB2	3B	20906	4565	0.02	yes		Publication//PMID:2052542//PMID:15805488||TO//seed maturation
612606	TRIAE_CS42_3B_TGACv1_227124_AA0821530	MFT	3B	5537	4565	0.01	yes		TO//seed maturation
136301	TRIAE_CS42_3DL_TGACV1_252477_AA0890220	C1	3D	6207	4565	0.00	yes		Publication//PMID:2052542
32192	TRIAE_CS42_3B_TGACv1_220726_AA0717130	TRIAE_CS42_3B_TGACv1_220726_AA0717130	3B	275023	4565	0.00	yes		
584079	TRIAE_CS42_4AL_TGACv1_289146_AA0965970	GATA	4A	21985	4565	0.00	yes		
55688	TRIAE_CS42_3DL_TGACv1_250635_AA0871380	TRIAE_CS42_3DL_TGACv1_250635_AA0871380	3D	40406	4565	0.00	yes		
41042	TRIAE_CS42_3DL_TGACv1_249945_AA0858910	TRIAE_CS42_3DL_TGACv1_249945_AA0858910	3D	15103	4565	0.00	yes		
77525	TRIAE_CS42_3B_TGACv1_221579_AA0744810	TRIAE_CS42_3B_TGACv1_221579_AA0744810	3B	36522	4565	0.00	yes		
115990	TRIAE_CS42_1DL_TGACV1_063545_AA0228500	TRIAE_CS42_1DL_TGACv1_063545_AA0228500	1D	27166	4565	0.00	yes		
68635	TRIAE_CS42_3B_TGACv1_223507_AA0783200	TRIAE_CS42_3B_TGACv1_223507_AA0783200	3B	85671	4565	0.00	yes		
52892	TRIAE_CS42_3B_TGACv1_220828_AA0720680	TRIAE_CS42_3B_TGACv1_220828_AA0720680	3B	264614	4565	0.00	yes		
599575	TRIAE_CS42_3B_TGACv1_221573_AA0744600	R1A-10	3B	83586	4565	0.00	yes		
118433	TRIAE_CS42_3B_TGACV1_227836_AA0824850	TRIAE_CS42_3B_TGACv1_227836_AA0824850	3B	1137	4565	0.00	yes		
106336	TRIAE_CS42_3B_TGACv1_228181_AA0826170	TRIAE_CS42_3B_TGACv1_228181_AA0826170	3B	18454	4565	0.00	yes		
123427	TRIAE_CS42_3DL_TGACv1_252608_AA0890990	BRN1	3D	10826	4565	0.00	yes		
132129	TRIAE_CS42_1DL_TGACv1_064799_AA0235760	TRIAE_CS42_1DL_TGACv1_064799_AA0235760	1D	10796	4565	0.00	yes		
125286	TRIAE_CS42_3DL_TGACV1_252477_AA0890210	TAF9	3D	2406	4565	0.00	yes		
65384	TRIAE_CS42_3B_TGACv1_225141_AA0805390	TRIAE_CS42_3B_TGACv1_225141_AA0805390	3B	12544	4565	0.00	yes		
31849	TRIAE_CS42_3B_TGACV1_227779_AA0824680	RPL9	3B	3862	4565	0.00	yes		
117352	TRIAE_CS42_3B_TGACv1_226720_AA0819050	BGLU7	3B	20546	4565	0.00	yes		
622907	TRIAE_CS42_3B_TGACv1_220626_AA0712220	IMDH3	3B	106076	4565	0.00	yes		
41783	TRIAE_CS42_3AL_TGACv1_195027_AA0643690	TRIAE_CS42_3AL_TGACv1_195027_AA0643690	3A	29576	4565	0.00	yes		
48126	TRIAE_CS42_3B_TGACv1_221595_AA0745380	TRIAE_CS42_3B_TGACv1_221595_AA0745380	3B	103436	4565	0.00	yes		
60351	TRIAE_CS42_3B_TGACv1_223660_AA0785210	Cyp96T1	3B	12156	4565	0.00	yes		
